customer,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,state,total_claim_amount,vehicle_class
IS73434,3219.146148,Bachelor,F,45892.0,81.0,0.0,Corporate Auto,Arizona,388.8,Four-Door Car
VO94890,5935.572179,College,M,90263.0,74.0,0.0,Personal Auto,Oregon,355.2,Two-Door Car
ZH43085,2322.572562,High School or Below,M,0.0,63.0,0.0,Corporate Auto,Washington,453.6,Four-Door Car
HQ10502,11692.00974,Bachelor,M,40548.0,98.0,0.0,Personal Auto,Oregon,470.4,Four-Door Car
SP46702,10175.2441,College,M,0.0,99.0,0.0,Corporate Auto,Oregon,831.340966,Two-Door Car
JB60515,2513.971107,High School or Below,M,50450.0,63.0,0.0,Personal Auto,Washington,302.4,Four-Door Car
TK49887,2897.779107,College,F,0.0,85.0,0.0,Personal Auto,California,612.0,Two-Door Car
EG16813,5515.246935,College,F,75963.0,69.0,0.0,Corporate Auto,Arizona,102.147789,Two-Door Car
SI13406,3469.836978,High School or Below,F,32714.0,87.0,0.0,Personal Auto,Arizona,513.041633,Four-Door Car
WC11272,6907.554242,Bachelor,F,42790.0,87.0,0.0,Personal Auto,Oregon,290.057111,Two-Door Car
TU27563,3647.24611,Bachelor,F,20694.0,94.0,1.0,Personal Auto,Oregon,451.2,Two-Door Car
IL72707,3265.156348,Bachelor,F,25820.0,82.0,0.0,Personal Auto,California,393.6,Four-Door Car
DZ62350,2514.282096,High School or Below,M,24744.0,65.0,0.0,Personal Auto,California,312.0,Four-Door Car
VV82891,4462.997006,Bachelor,F,0.0,73.0,3.0,Personal Auto,Washington,350.4,Two-Door Car
UQ41461,4570.673702,Bachelor,F,27538.0,63.0,4.0,Personal Auto,Washington,285.843893,Four-Door Car
NI58226,2752.65503,High School or Below,F,81280.0,68.0,0.0,Personal Auto,Oregon,308.349562,Four-Door Car
VA78645,2188.655055,College,M,0.0,67.0,1.0,Personal Auto,California,321.6,Four-Door Car
UY61301,2710.149379,Bachelor,M,0.0,73.0,0.0,Personal Auto,Nevada,350.4,Four-Door Car
XC25965,14754.35923,Bachelor,F,26486.0,128.0,1.0,Personal Auto,Washington,614.4,SUV
EB93628,10759.40004,High School or Below,F,0.0,97.0,0.0,Personal Auto,Oregon,465.6,Two-Door Car
PK35830,12357.11512,Bachelor,M,0.0,182.0,0.0,Personal Auto,Oregon,1953.87972,Luxury
KY98596,5033.390798,Bachelor,M,68331.0,63.0,0.0,Personal Auto,Arizona,302.4,Four-Door Car
CI19819,2370.618948,High School or Below,M,0.0,71.0,1.0,Personal Auto,Arizona,511.2,Two-Door Car
TN82637,11236.31135,College,M,21636.0,64.0,5.0,Personal Auto,Nevada,213.587367,Two-Door Car
FA90739,12476.64759,High School or Below,M,0.0,121.0,0.0,Corporate Auto,Oregon,871.2,SUV
FD62224,14641.51818,College,F,0.0,133.0,0.0,Personal Auto,Oregon,1386.870718,SUV
KE45653,4731.844073,Bachelor,F,0.0,64.0,0.0,Personal Auto,California,307.2,Four-Door Car
FC10193,10620.49148,College,F,35601.0,69.0,0.0,Personal Auto,Washington,249.803437,Four-Door Car
DO48835,13478.8,High School or Below,M,0.0,198.0,1.0,Corporate Auto,Oregon,1425.6,Luxury
VK44934,8873.201307,College,M,28558.0,119.0,4.0,Personal Auto,California,797.558033,SUV
XB89264,5260.921627,High School or Below,F,60101.0,66.0,0.0,Corporate Auto,Nevada,1.332349,Two-Door Car
XL49151,2792.009458,College,M,22426.0,76.0,1.0,Corporate Auto,Arizona,528.391284,Four-Door Car
FG42635,10018.66117,College,M,30720.0,139.0,4.0,Personal Auto,Oregon,778.463303,SUV
FE12805,7180.270931,Bachelor,F,34161.0,186.0,3.0,Personal Auto,Oregon,892.8,SUV
GT17701,3012.039703,Bachelor,F,42987.0,77.0,0.0,Personal Auto,Oregon,128.490137,Four-Door Car
CH76379,4236.814353,Bachelor,M,0.0,61.0,0.0,Personal Auto,Oregon,292.8,Four-Door Car
QT77453,5283.362834,High School or Below,F,80928.0,132.0,0.0,Corporate Auto,Arizona,538.545218,SUV
BS90503,5395.091602,Bachelor,F,86640.0,67.0,0.0,Personal Auto,Washington,65.457366,Four-Door Car
MX93376,6913.566525,College,F,26714.0,64.0,1.0,Personal Auto,California,307.2,Two-Door Car
KT54608,2619.337376,Bachelor,M,78618.0,66.0,0.0,Corporate Auto,Arizona,225.578841,Two-Door Car
CY18875,8390.122077,High School or Below,F,0.0,78.0,0.0,Personal Auto,Oregon,732.340362,Four-Door Car
YT74573,13727.79972,College,M,0.0,126.0,0.0,Personal Auto,California,604.8,SUV
WL46640,4482.015107,College,M,62977.0,115.0,0.0,Corporate Auto,Nevada,552.0,SUV
CY49953,2827.55957,College,F,0.0,79.0,0.0,Special Auto,Oregon,568.8,Four-Door Car
FD72269,5584.961718,High School or Below,F,19724.0,72.0,0.0,Personal Auto,California,345.6,Four-Door Car
RE29039,7568.85152,High School or Below,F,27558.0,65.0,0.0,Personal Auto,California,312.0,Four-Door Car
TA35356,9664.330983,College,F,86054.0,239.0,0.0,Personal Auto,California,115.166422,Luxury
HS88081,6480.681366,High School or Below,F,42846.0,81.0,0.0,Corporate Auto,California,286.142521,Four-Door Car
SM52948,8707.619537,Bachelor,F,57107.0,110.0,3.0,Personal Auto,Nevada,528.0,SUV
ZL30083,9048.983447,High School or Below,M,0.0,119.0,0.0,Personal Auto,Oregon,571.2,Luxury
MP22051,2615.852084,College,M,54314.0,66.0,0.0,Personal Auto,Washington,282.770894,Four-Door Car
OF38237,4878.829713,Doctor,F,29950.0,61.0,0.0,Personal Auto,California,292.8,Two-Door Car
KL27677,10793.75704,College,F,24195.0,90.0,0.0,Personal Auto,Nevada,360.269404,Two-Door Car
NX58648,5528.080912,High School or Below,F,0.0,73.0,0.0,Personal Auto,Oregon,388.819919,Four-Door Car
WP19664,4605.87485,College,M,47481.0,116.0,0.0,Personal Auto,Arizona,556.8,SUV
LB83807,8343.412804,Bachelor,M,63354.0,106.0,0.0,Personal Auto,Oregon,508.8,Two-Door Car
EL44544,13009.24125,High School or Below,F,57591.0,66.0,0.0,Corporate Auto,Oregon,316.8,Four-Door Car
ST99840,7486.019078,Bachelor,F,0.0,71.0,0.0,Corporate Auto,Nevada,340.8,Four-Door Car
ZS15062,9547.71004,Master,M,34919.0,82.0,1.0,Personal Auto,Oregon,277.871312,Four-Door Car
RJ68578,8110.704417,High School or Below,M,76879.0,101.0,0.0,Corporate Auto,Oregon,487.102627,Luxury
AE74442,7379.456823,Bachelor,F,61584.0,61.0,0.0,Corporate Auto,California,205.294927,Four-Door Car
TF80571,6612.617859,High School or Below,M,28792.0,185.0,3.0,Corporate Auto,California,1166.603776,Luxury
YH31618,7452.233634,Bachelor,F,0.0,105.0,0.0,Corporate Auto,Oregon,504.0,Two-Door Car
HZ39407,2686.535218,Master,M,26713.0,71.0,0.0,Personal Auto,Washington,142.695319,Four-Door Car
GX38439,4470.181084,College,F,0.0,129.0,0.0,Personal Auto,California,928.8,SUV
FF65294,10348.01348,High School or Below,M,34244.0,87.0,2.0,Personal Auto,Oregon,417.6,Four-Door Car
GC40999,11790.49617,College,M,25251.0,66.0,0.0,Personal Auto,Oregon,316.8,Four-Door Car
BA87048,4566.123651,Bachelor,M,0.0,68.0,0.0,Personal Auto,Washington,326.4,Four-Door Car
DE23903,5905.971667,Bachelor,F,59848.0,73.0,1.0,Personal Auto,Oregon,131.614733,Two-Door Car
UP30859,7492.055949,College,F,39815.0,64.0,0.0,Special Auto,Nevada,91.391245,Four-Door Car
PY17715,3427.154407,Master,F,58840.0,86.0,0.0,Corporate Auto,California,73.27252,Two-Door Car
NU22358,5181.620895,Master,F,97131.0,64.0,0.0,Special Auto,Washington,307.2,Four-Door Car
BR77413,4686.469674,College,M,58089.0,118.0,0.0,Personal Auto,Arizona,566.4,SUV
FI17798,2710.12066,Doctor,M,0.0,71.0,0.0,Personal Auto,California,340.8,Four-Door Car
KN32615,4313.34397,College,F,0.0,126.0,2.0,Personal Auto,Arizona,656.57161,SUV
EB86696,4755.36505,Bachelor,M,21808.0,119.0,0.0,Special Auto,California,571.2,SUV
YB14965,36516.0456,College,M,89771.0,114.0,0.0,Personal Auto,Arizona,432.409662,SUV
ZD42550,7792.067056,Master,F,36776.0,65.0,0.0,Corporate Auto,Nevada,240.186527,Four-Door Car
FI61655,2549.998419,Bachelor,M,31213.0,65.0,0.0,Corporate Auto,Arizona,312.0,Four-Door Car
PC30692,7521.282545,Bachelor,M,0.0,115.0,0.0,Personal Auto,Oregon,987.293841,SUV
EK71077,11510.36033,Bachelor,F,0.0,61.0,0.0,Corporate Auto,California,439.2,Four-Door Car
ED91989,7999.251628,College,M,0.0,107.0,0.0,Personal Auto,Arizona,513.6,SUV
JH58573,7927.182997,College,M,32555.0,68.0,0.0,Personal Auto,California,86.912677,Two-Door Car
YP75411,21123.1166,College,M,0.0,69.0,0.0,Personal Auto,Arizona,496.8,Two-Door Car
FV33188,2453.570794,Bachelor,M,29735.0,69.0,0.0,Personal Auto,Washington,331.2,Four-Door Car
ZQ94561,2981.549197,College,M,80590.0,74.0,0.0,Corporate Auto,Washington,97.928632,Four-Door Car
JZ16164,5110.755667,Bachelor,F,22565.0,132.0,0.0,Personal Auto,Oregon,633.6,SUV
MU63232,5351.853544,Master,M,54817.0,137.0,0.0,Personal Auto,Arizona,209.504391,SUV
CG13512,9015.819465,College,M,0.0,62.0,0.0,Personal Auto,Oregon,42.642554,Two-Door Car
ZR86524,5903.612641,College,F,55393.0,74.0,1.0,Corporate Auto,Oregon,2.173552,Four-Door Car
UG38549,8852.734284,High School or Below,F,0.0,83.0,0.0,Personal Auto,California,597.6,Four-Door Car
HJ37943,13333.38849,Bachelor,F,75634.0,110.0,0.0,Personal Auto,California,432.805382,Two-Door Car
QA72881,8658.863813,College,M,62464.0,109.0,0.0,Personal Auto,Oregon,400.181882,Luxury
BL54814,4871.15057,College,M,72648.0,61.0,0.0,Personal Auto,Arizona,120.850664,Four-Door Car
MG72449,5279.198664,Bachelor,F,77167.0,66.0,0.0,Personal Auto,Nevada,137.086695,Four-Door Car
VR66049,6689.022728,High School or Below,M,56980.0,84.0,0.0,Corporate Auto,Washington,599.000883,Two-Door Car
KC17606,5244.550942,College,F,27444.0,66.0,0.0,Personal Auto,California,313.931213,Four-Door Car
LB12820,6688.857444,High School or Below,M,57289.0,86.0,0.0,Corporate Auto,Oregon,562.224942,Two-Door Car
ZH30674,8408.308374,Bachelor,M,84091.0,105.0,0.0,Personal Auto,Oregon,380.560266,Four-Door Car
HX96638,2052.948967,College,M,0.0,67.0,2.0,Personal Auto,Arizona,806.180375,Four-Door Car
TT20057,10592.58753,College,M,59590.0,136.0,0.0,Personal Auto,Oregon,460.266881,SUV
AM26598,2913.493264,College,F,89672.0,72.0,0.0,Personal Auto,Arizona,309.568636,Four-Door Car
AY73718,5243.446345,Bachelor,F,96535.0,66.0,0.0,Personal Auto,California,271.074379,Four-Door Car
EL11108,14191.59699,Doctor,F,25575.0,117.0,0.0,Personal Auto,Oregon,561.6,SUV
FA15811,9426.384787,College,F,38910.0,78.0,0.0,Personal Auto,Nevada,20.209679,Two-Door Car
BA51898,4521.190551,Bachelor,M,39426.0,114.0,0.0,Special Auto,Arizona,412.884282,SUV
PP30874,3579.023825,High School or Below,F,28304.0,91.0,2.0,Personal Auto,California,655.2,Four-Door Car
MN74944,6285.15476,College,M,52210.0,80.0,0.0,Personal Auto,Arizona,384.0,Four-Door Car
FK94501,7844.252972,Bachelor,F,0.0,102.0,0.0,Personal Auto,Nevada,273.945412,SUV
HZ84382,8283.843281,Master,M,94851.0,104.0,0.0,Personal Auto,Oregon,190.998822,Four-Door Car
FA89548,2436.397813,Bachelor,M,0.0,67.0,0.0,Personal Auto,Arizona,399.0564,Four-Door Car
GD29440,2538.62632,Bachelor,M,18608.0,71.0,0.0,Personal Auto,Washington,340.8,Four-Door Car
DE21910,7304.395148,College,F,41025.0,92.0,0.0,Personal Auto,Oregon,20.374393,Four-Door Car
CH50584,32474.76977,High School or Below,M,71449.0,102.0,0.0,Personal Auto,Oregon,734.4,SUV
JV97593,6674.455913,Bachelor,F,92653.0,83.0,1.0,Personal Auto,California,456.519419,Four-Door Car
ND68993,33473.34946,Bachelor,F,33190.0,106.0,0.0,Personal Auto,Nevada,508.8,SUV
YT46746,6459.640942,College,F,24290.0,82.0,0.0,Personal Auto,Oregon,393.6,Four-Door Car
RF94484,4605.036646,College,F,22571.0,63.0,0.0,Corporate Auto,Oregon,302.4,Four-Door Car
No19664,5686.743252,High School or Below,F,26409.0,71.0,0.0,Personal Auto,California,475.166267,Four-Door Car
BA97018,6608.165971,High School or Below,M,21616.0,93.0,0.0,Personal Auto,Arizona,944.854655,Two-Door Car
HY16703,7158.530736,College,M,36463.0,92.0,0.0,Personal Auto,Oregon,441.6,Four-Door Car
MA15172,10179.71704,Bachelor,F,14290.0,271.0,0.0,Personal Auto,California,1300.8,Luxury
WO81184,5052.381573,Bachelor,M,34645.0,69.0,3.0,Special Auto,California,220.446667,Two-Door Car
FX39582,5201.357604,Bachelor,M,67001.0,131.0,0.0,Personal Auto,Washington,463.425687,SUV
ZG23976,8632.783576,Bachelor,F,96200.0,107.0,0.0,Personal Auto,California,513.6,Two-Door Car
WE25756,7350.930502,High School or Below,M,69241.0,93.0,0.0,Personal Auto,Arizona,111.250449,Four-Door Car
AP59947,7690.159642,Bachelor,F,55843.0,64.0,0.0,Corporate Auto,California,307.2,Two-Door Car
JG31799,8259.1108,Bachelor,F,20305.0,76.0,1.0,Personal Auto,California,496.477418,Two-Door Car
XY28151,2317.282049,Bachelor,F,0.0,68.0,0.0,Corporate Auto,Oregon,489.6,Two-Door Car
ZB72138,8929.611119,Bachelor,M,44329.0,112.0,0.0,Personal Auto,Oregon,537.6,SUV
OP52966,4854.362069,High School or Below,M,44279.0,61.0,0.0,Personal Auto,Arizona,292.8,Two-Door Car
TG67664,2659.70565,College,F,0.0,87.0,3.0,Personal Auto,California,420.041981,Four-Door Car
DH14632,8750.222052,College,F,34695.0,113.0,0.0,Personal Auto,Oregon,100.323765,SUV
QN26812,5054.780543,High School or Below,M,79297.0,64.0,0.0,Personal Auto,Arizona,72.760316,Four-Door Car
PD97837,2199.516645,Bachelor,M,0.0,62.0,0.0,Corporate Auto,Arizona,297.6,Four-Door Car
LX67597,5715.312991,Bachelor,M,84183.0,72.0,0.0,Personal Auto,Nevada,255.565349,Four-Door Car
VH35998,9566.839884,Doctor,M,53375.0,79.0,0.0,Personal Auto,California,127.322656,Four-Door Car
UE54045,10094.13003,High School or Below,F,32046.0,127.0,0.0,Corporate Auto,California,475.599472,SUV
XA50997,5444.793941,High School or Below,M,91393.0,67.0,0.0,Personal Auto,Nevada,460.551521,Two-Door Car
GM37281,2582.408525,Bachelor,F,76731.0,64.0,0.0,Personal Auto,California,201.455005,Four-Door Car
QT84069,50568.25912,Master,M,82081.0,249.0,0.0,Personal Auto,Oregon,753.760098,Luxury
MG74662,3484.247842,High School or Below,F,51337.0,88.0,0.0,Corporate Auto,Oregon,72.543171,Four-Door Car
EP46328,5555.830205,Bachelor,M,74015.0,72.0,0.0,Personal Auto,California,471.443077,Four-Door Car
UL87052,4173.140695,Bachelor,F,0.0,117.0,0.0,Personal Auto,Arizona,842.4,SUV
GA93544,2897.494724,High School or Below,F,0.0,77.0,0.0,Personal Auto,Oregon,554.4,Four-Door Car
EW73206,8044.511759,Bachelor,F,68849.0,67.0,0.0,Corporate Auto,California,252.699037,Two-Door Car
MV19629,7716.997859,College,F,37376.0,99.0,0.0,Personal Auto,Oregon,65.548725,Four-Door Car
TK67721,2274.669484,High School or Below,F,0.0,64.0,0.0,Corporate Auto,Oregon,621.968062,Four-Door Car
AD38685,8658.863813,College,M,62464.0,109.0,0.0,Personal Auto,California,400.181882,Luxury
LX72964,11260.90364,High School or Below,F,88304.0,95.0,0.0,Personal Auto,Arizona,276.467811,Four-Door Car
MR37609,16414.04415,College,M,0.0,112.0,0.0,Special Auto,Oregon,682.422936,SUV
OG30514,20018.20459,Bachelor,F,65900.0,62.0,0.0,Personal Auto,Nevada,297.6,Four-Door Car
GJ44951,4698.759935,Bachelor,F,0.0,67.0,0.0,Personal Auto,Washington,321.6,Two-Door Car
YB19340,9002.117386,High School or Below,M,61374.0,113.0,0.0,Corporate Auto,Oregon,210.100003,Two-Door Car
BD42101,25030.89457,Bachelor,M,0.0,110.0,1.0,Corporate Auto,California,528.0,SUV
RZ89024,3102.998522,Doctor,M,31841.0,78.0,0.0,Personal Auto,Oregon,126.857228,Four-Door Car
ZO20633,2587.107864,High School or Below,F,27861.0,65.0,0.0,Corporate Auto,Oregon,312.0,Four-Door Car
KL39500,4983.61893,College,M,0.0,83.0,3.0,Personal Auto,Arizona,736.00483,Four-Door Car
QK24293,6265.343299,Doctor,F,0.0,84.0,1.0,Corporate Auto,Oregon,481.025786,Four-Door Car
RW71963,7233.540011,High School or Below,F,94550.0,90.0,0.0,Personal Auto,Nevada,432.0,Four-Door Car
HR71115,5357.260833,College,M,39604.0,68.0,0.0,Personal Auto,Nevada,63.127223,Four-Door Car
UL55837,11130.11974,Bachelor,F,42928.0,93.0,0.0,Personal Auto,Nevada,651.623195,Four-Door Car
IW77519,2610.369217,Bachelor,F,54737.0,66.0,0.0,Personal Auto,Washington,391.970334,Four-Door Car
CR88883,7452.543017,College,M,0.0,68.0,0.0,Corporate Auto,Arizona,489.6,Two-Door Car
YD58301,6352.961129,High School or Below,F,80587.0,78.0,0.0,Personal Auto,California,276.191729,Four-Door Car
RT60959,14585.37736,High School or Below,F,0.0,194.0,0.0,Corporate Auto,Oregon,931.2,Luxury
KC67832,17292.93538,College,M,80028.0,86.0,0.0,Corporate Auto,California,114.02307,Four-Door Car
DK92014,4254.620669,High School or Below,F,11904.0,61.0,2.0,Personal Auto,Arizona,292.8,Two-Door Car
ZA44520,9621.72619,High School or Below,F,54872.0,121.0,0.0,Personal Auto,Arizona,580.8,SUV
AJ69060,14260.91441,College,M,0.0,99.0,0.0,Personal Auto,California,204.121476,Two-Door Car
ME35315,7756.307652,College,M,0.0,74.0,0.0,Corporate Auto,Washington,532.8,Two-Door Car
BU61331,5875.212734,College,M,46417.0,74.0,0.0,Corporate Auto,Arizona,164.746184,Four-Door Car
XI68015,4946.960039,College,F,46239.0,67.0,3.0,Personal Auto,Washington,6.395416,Four-Door Car
HG51739,2660.009874,College,F,0.0,73.0,0.0,Personal Auto,Oregon,350.4,Four-Door Car
FI22970,2372.289378,High School or Below,F,25550.0,61.0,0.0,Personal Auto,Oregon,439.2,Four-Door Car
OF93412,15613.95173,Bachelor,F,27514.0,197.0,0.0,Personal Auto,Nevada,1367.199081,SUV
AH97088,7803.503824,High School or Below,M,84417.0,98.0,0.0,Personal Auto,Nevada,139.714897,Two-Door Car
BI81476,10346.11154,High School or Below,F,55906.0,86.0,0.0,Personal Auto,Oregon,58.469264,Four-Door Car
IA18854,4960.548942,High School or Below,M,21638.0,65.0,0.0,Personal Auto,California,468.0,Four-Door Car
OO62338,7099.574987,Bachelor,M,16121.0,65.0,2.0,Corporate Auto,Oregon,312.0,Four-Door Car
JH35547,24442.29656,College,M,36261.0,68.0,0.0,Personal Auto,Oregon,16.800832,Four-Door Car
DY34638,13466.92071,High School or Below,F,11432.0,119.0,0.0,Personal Auto,Oregon,571.2,SUV
MT16688,2598.061204,Bachelor,F,62566.0,65.0,1.0,Corporate Auto,Arizona,48.344273,Four-Door Car
NN51066,2886.451602,High School or Below,F,10312.0,78.0,0.0,Personal Auto,Oregon,486.278557,Four-Door Car
YF73402,2566.398498,High School or Below,M,67778.0,64.0,1.0,Personal Auto,Oregon,171.287759,Four-Door Car
ZR56751,6252.3631,Master,F,92895.0,77.0,0.0,Personal Auto,Washington,43.14147,Two-Door Car
GR32910,5174.689686,College,F,55290.0,65.0,0.0,Personal Auto,California,13.874775,Four-Door Car
MZ89625,9263.179837,Bachelor,F,23377.0,116.0,0.0,Personal Auto,California,556.8,Four-Door Car
IK51081,4834.710493,College,F,38713.0,66.0,4.0,Personal Auto,California,316.8,Four-Door Car
VI34110,2361.742243,Bachelor,F,0.0,66.0,1.0,Personal Auto,Arizona,145.896438,Four-Door Car
VH62312,2674.730716,College,M,56342.0,69.0,0.0,Corporate Auto,Nevada,331.2,Four-Door Car
YU39743,16159.54237,College,M,29593.0,137.0,0.0,Personal Auto,Oregon,657.6,Luxury
RO57944,26197.41498,High School or Below,F,18495.0,113.0,0.0,Personal Auto,Nevada,542.4,SUV
VL32622,2664.242814,High School or Below,F,82887.0,66.0,1.0,Corporate Auto,California,420.374805,Four-Door Car
NV35796,15162.06565,Master,F,71366.0,94.0,0.0,Personal Auto,Oregon,265.216633,Four-Door Car
UU32345,22332.43946,College,M,49078.0,97.0,0.0,Corporate Auto,California,484.013411,Four-Door Car
YM94448,4995.1712,College,F,10787.0,71.0,0.0,Personal Auto,Arizona,697.798804,Two-Door Car
WX46704,16109.75353,High School or Below,F,0.0,73.0,0.0,Personal Auto,California,350.4,Four-Door Car
HY35960,4957.404306,High School or Below,M,10194.0,65.0,0.0,Personal Auto,Arizona,312.0,Two-Door Car
PB41497,2866.779811,High School or Below,M,81763.0,72.0,1.0,Personal Auto,Oregon,518.4,Two-Door Car
GP37412,8719.896238,College,F,59763.0,73.0,0.0,Personal Auto,Arizona,350.4,Two-Door Car
KU62853,22448.68617,College,F,0.0,78.0,0.0,Special Auto,California,561.6,Four-Door Car
EA87824,6864.647514,College,F,96832.0,85.0,0.0,Personal Auto,Arizona,408.0,Two-Door Car
DM42912,4980.18765,College,F,21135.0,130.0,0.0,Personal Auto,California,678.946216,SUV
HK50871,2312.328541,High School or Below,M,16143.0,62.0,1.0,Personal Auto,California,32.114117,Four-Door Car
ZX73673,5555.830205,Bachelor,M,74015.0,72.0,0.0,Personal Auto,Arizona,471.443077,Four-Door Car
EO95783,26763.82631,High School or Below,M,84178.0,74.0,0.0,Personal Auto,Arizona,12.588784,Two-Door Car
TR18791,2471.441785,Bachelor,M,0.0,70.0,0.0,Personal Auto,Arizona,504.0,Two-Door Car
DC83427,17759.38575,High School or Below,F,0.0,63.0,0.0,Personal Auto,Oregon,661.7151,Four-Door Car
OG31942,14628.49627,College,M,63936.0,189.0,0.0,Personal Auto,California,765.012123,Luxury
AK17025,5801.828142,Bachelor,M,0.0,83.0,0.0,Personal Auto,Washington,597.6,Four-Door Car
RT17851,5209.945549,High School or Below,F,37940.0,129.0,0.0,Special Auto,Oregon,512.542299,SUV
UF56271,2814.438036,High School or Below,F,30703.0,70.0,0.0,Personal Auto,Washington,336.0,Four-Door Car
BP25150,5417.744055,College,F,54898.0,69.0,0.0,Corporate Auto,Arizona,176.242159,Two-Door Car
XT34986,16775.80883,Bachelor,M,89030.0,139.0,0.0,Personal Auto,Oregon,49.566591,SUV
OI74902,7980.304624,College,F,15630.0,115.0,1.0,Personal Auto,California,656.775467,SUV
GV33313,5107.163002,Bachelor,F,35625.0,65.0,1.0,Personal Auto,Arizona,288.572108,Four-Door Car
WA54110,2690.781969,High School or Below,M,48329.0,67.0,0.0,Corporate Auto,Nevada,470.386291,Four-Door Car
IS94199,4254.620669,High School or Below,F,11904.0,61.0,2.0,Personal Auto,California,292.8,Two-Door Car
XE22944,4643.413135,Bachelor,F,12261.0,125.0,0.0,Personal Auto,Arizona,600.0,SUV
CK24264,6217.258012,High School or Below,M,0.0,86.0,0.0,Personal Auto,Arizona,39.730199,Four-Door Car
BF54215,11373.98852,Master,F,87810.0,94.0,3.0,Personal Auto,California,225.641724,Four-Door Car
HW85007,10861.71019,Bachelor,M,64744.0,139.0,0.0,Personal Auto,Oregon,41.308429,SUV
PA56702,8569.36439,Doctor,M,0.0,117.0,0.0,Personal Auto,Arizona,957.134978,SUV
VD87432,16069.95283,Bachelor,M,60735.0,135.0,0.0,Personal Auto,Washington,571.695889,SUV
GG57214,2410.355726,Bachelor,F,0.0,67.0,0.0,Personal Auto,Washington,482.4,Two-Door Car
EK10022,14057.42125,Bachelor,M,36261.0,118.0,0.0,Corporate Auto,California,1197.713861,SUV
IV97881,4872.577302,High School or Below,M,0.0,135.0,0.0,Personal Auto,Nevada,648.0,Luxury
GS85403,9031.214859,Master,F,0.0,122.0,0.0,Corporate Auto,Washington,650.52179,Luxury
UO48558,2993.117683,High School or Below,M,23277.0,77.0,2.0,Corporate Auto,California,369.6,Four-Door Car
SX18141,5846.520588,High School or Below,F,50320.0,73.0,0.0,Personal Auto,Arizona,297.738909,Four-Door Car
KK26955,2589.43003,High School or Below,F,49675.0,65.0,0.0,Personal Auto,Washington,312.0,Two-Door Car
PV12088,6558.880167,High School or Below,M,19508.0,61.0,0.0,Personal Auto,Arizona,292.8,Two-Door Car
TV97612,8105.996039,Bachelor,M,20815.0,110.0,0.0,Personal Auto,Oregon,528.0,SUV
VA95387,7232.609391,High School or Below,M,46621.0,61.0,0.0,Corporate Auto,Nevada,30.448249,Four-Door Car
XF93358,13599.92487,High School or Below,F,22775.0,184.0,0.0,Personal Auto,Arizona,883.2,Luxury
WP64059,5093.379714,Bachelor,F,91814.0,63.0,0.0,Personal Auto,California,167.037619,Two-Door Car
YY63521,6047.02516,College,M,20396.0,76.0,1.0,Personal Auto,Arizona,364.8,Four-Door Car
FH69597,7172.070153,High School or Below,F,73836.0,182.0,3.0,Personal Auto,California,553.385695,Luxury
UT76436,3438.949322,Bachelor,F,55910.0,86.0,0.0,Personal Auto,Nevada,324.348688,Four-Door Car
VA94160,5418.463878,High School or Below,F,43054.0,68.0,0.0,Personal Auto,California,326.4,Four-Door Car
NJ55678,7824.492263,Bachelor,F,64543.0,65.0,0.0,Personal Auto,Arizona,200.177163,Four-Door Car
OJ60800,7930.602564,Bachelor,M,75988.0,67.0,0.0,Personal Auto,Oregon,200.54531,Four-Door Car
PG20605,9321.284825,College,M,0.0,64.0,0.0,Personal Auto,Arizona,572.522796,Four-Door Car
UT88283,2775.080095,College,F,29051.0,73.0,0.0,Personal Auto,Arizona,153.200014,Two-Door Car
AF48816,5792.666316,Bachelor,F,87382.0,72.0,0.0,Personal Auto,Arizona,345.6,Four-Door Car
SY93381,3596.83011,College,F,30694.0,91.0,1.0,Personal Auto,California,436.8,Four-Door Car
ZI63885,14713.52329,High School or Below,M,0.0,85.0,0.0,Personal Auto,Washington,877.034575,Four-Door Car
SD41771,44520.13577,High School or Below,M,49259.0,144.0,0.0,Personal Auto,California,820.431905,Luxury
IG80910,3071.784639,High School or Below,F,47528.0,77.0,1.0,Personal Auto,Oregon,277.582137,Four-Door Car
RA62452,8471.292552,Bachelor,M,70624.0,106.0,0.0,Corporate Auto,Nevada,49.234943,SUV
NI88122,7205.019561,College,F,0.0,64.0,0.0,Corporate Auto,California,505.975326,Four-Door Car
LG90006,11154.67599,Doctor,F,31409.0,93.0,0.0,Personal Auto,Oregon,381.960657,Four-Door Car
XZ83249,10168.27175,High School or Below,F,35504.0,128.0,0.0,Personal Auto,Nevada,404.303518,SUV
EP26605,5688.20499,Bachelor,F,44833.0,72.0,0.0,Personal Auto,Washington,345.6,Two-Door Car
LW29130,5272.932008,High School or Below,F,24423.0,67.0,0.0,Corporate Auto,Washington,321.6,Two-Door Car
UD61088,13799.05459,Bachelor,M,0.0,127.0,0.0,Personal Auto,California,609.6,SUV
UY81122,4167.994667,College,F,0.0,69.0,3.0,Personal Auto,Oregon,433.959806,Four-Door Car
ED87136,4242.69282,High School or Below,M,0.0,61.0,0.0,Personal Auto,Arizona,439.2,Four-Door Car
PK58026,5736.45893,Bachelor,F,96917.0,71.0,0.0,Personal Auto,Nevada,373.047039,Two-Door Car
